concept,grasp_rating,hold_rating
broom,6.512800000000001,6.5897
fig,6.4167,6.5833
anklet,6.4167,6.5833
saltshaker,6.6842,6.5789
okra,6.3684,6.5789
match,6.3684,6.5789
hand,6.4211,6.5789
toothpick,6.4737,6.5789
lemon,6.400000000000001,6.575
peeler,6.5429,6.5714
potato,6.351400000000001,6.5676
avocado,6.243199999999999,6.5676
lingerie,6.2703,6.5676
ukulele,6.4054,6.5676
toast,6.243199999999999,6.5676
plum,6.2564,6.5641
battery,6.4359,6.5641
beaker,6.4615,6.5641
cufflink,6.4359,6.5641
tortilla,6.4118,6.558800000000001
popcorn,6.4167,6.555600000000001
pillow,6.3889,6.555600000000001
mask,6.2778,6.555600000000001
hula_hoop,6.3889,6.555600000000001
breadstick,6.4211,6.552600000000001
pickle,6.4737,6.552600000000001
celery,6.3158,6.552600000000001
calculator,6.5263,6.552600000000001
dish,6.447399999999999,6.552600000000001
flyswatter,6.400000000000001,6.5429
garlic,6.3714,6.5429
boa,6.2286,6.5429
paintbrush,6.5429,6.5429
kale,6.1892,6.540499999999999
umbrella,6.6154,6.5385
cucumber,6.4359,6.5385
screwdriver,6.4615,6.5385
book,6.512800000000001,6.5385
necklace,6.305600000000001,6.5278
scissors,6.305600000000001,6.5278
kettle,6.4167,6.5278
knife,6.4167,6.5278
corkscrew,6.3611,6.5278
stethoscope,6.4211,6.5263
pancake,6.1316,6.5263
ready_meal,6.3158,6.5263
ladle,6.485699999999999,6.514300000000001
wig,6.4286,6.514300000000001
croissant,6.351400000000001,6.5135
lightbulb,6.4324,6.5135
pear,6.4615,6.512800000000001
cassette,6.358999999999999,6.512800000000001
polaroid,6.4359,6.512800000000001
eggbeater,6.3684,6.5
meatball,6.425,6.5
beet,6.2368,6.5
iron,6.2105,6.5
jeans,6.3684,6.5
fudge,6.3158,6.5
ball,6.052600000000001,6.5
diaper,6.3846,6.487199999999999
tiara,6.4324,6.4865
mushroom,6.2,6.485699999999999
sweatsuit,6.4286,6.485699999999999
handcuff,6.2,6.485699999999999
pinwheel,6.3947,6.4737
record,6.1316,6.4737
wire,6.157900000000001,6.4737
radish,6.1316,6.4737
syringe,6.243199999999999,6.459500000000001
headlamp,6.3243,6.459500000000001
tray,6.3429,6.4571
pliers,6.342099999999999,6.447399999999999
corn,6.2895,6.447399999999999
flower,6.4211,6.447399999999999
bowl,6.1316,6.447399999999999
velcro,6.055600000000001,6.444399999999999
tag,6.2222,6.444399999999999
stiletto,6.2778,6.444399999999999
sewing_kit,6.2941,6.441199999999999
zucchini,6.205099999999999,6.4359
sombrero,6.3846,6.4359
mascara,6.2564,6.4359
wheat,6.4324,6.4324
camera2,6.027,6.4324
tamale,6.2286,6.4286
pepper1,6.325,6.425
sushi,6.3158,6.4211
slingshot,6.2368,6.4211
eggplant,6.1842,6.4211
pantyhose,6.0278,6.4167
thermometer,6.444399999999999,6.4167
puck,6.3077,6.4103
bungee,6.3243,6.4054
hanger,6.5676,6.4054
candle,6.1892,6.4054
oyster,6.275000000000001,6.400000000000001
shoe,6.171400000000001,6.400000000000001
bullet,6.2222,6.3889
mop,6.358999999999999,6.3846
helmet,6.1026,6.3846
uniform,5.945899999999999,6.3784
binoculars,6.1892,6.3784
rhubarb,6.2703,6.3784
coat,6.1892,6.3784
lettuce,6.349999999999999,6.375
brace,6.2105,6.3684
floss,6.25,6.3611
hammer,6.444399999999999,6.3611
basket,6.3333,6.358999999999999
nail_polish,5.8718,6.358999999999999
razor,6.3846,6.358999999999999
blanket,6.2703,6.351400000000001
kebab,6.2973,6.351400000000001
camcorder,6.1081,6.351400000000001
dustpan,6.1351,6.351400000000001
aluminum_foil,6.2162,6.351400000000001
mistletoe,6.1892,6.351400000000001
hatbox,6.171400000000001,6.3429
poster,6.1429,6.3429
artichoke,5.9211,6.342099999999999
bottle,6.2821,6.3333
wire_cutters,6.1795,6.3333
stapler,6.3846,6.3333
tablecloth,6.1538,6.3333
dress,6.2778,6.3333
wrapping_paper,6.243199999999999,6.3243
nacho,6.243199999999999,6.3243
strainer,6.1892,6.3243
thermos,6.157900000000001,6.3158
bolt,6.157900000000001,6.3158
life_jacket,5.9737,6.3158
wrench,6.1053,6.3158
overalls,6.1111,6.305600000000001
balloon,5.7778,6.305600000000001
coffee_pot,6.3611,6.305600000000001
blazer,5.945899999999999,6.2973
grapefruit,6.2973,6.2973
coverall,6.0833,6.2778
boot,5.9167,6.2778
cauliflower,6.075,6.275000000000001
granola,6.243199999999999,6.2703
cotton_candy,6.0811,6.2703
coconut,5.7838,6.2703
ski_pole,6.162200000000001,6.2703
pot,6.1892,6.2703
taco,6.1842,6.2632
flag,6.157900000000001,6.2632
squeegee,6.2105,6.2632
boxing_gloves,5.7632,6.2632
teapot,6.2222,6.25
pan,6.075,6.25
papaya,5.9189,6.243199999999999
plastic_film,6.243199999999999,6.243199999999999
jar,6.027,6.243199999999999
camera1,5.8684,6.2368
snorkel,5.9737,6.2368
hood,6.2941,6.2353
beachball,5.487199999999999,6.2307999999999995
marijuana,6.0857,6.2286
spareribs,6.0278,6.2222
thumbtack,6.0278,6.2222
suit,6.1351,6.2162
sim_card,5.8158,6.2105
sandpaper,5.9744,6.205099999999999
tuxedo,5.6923,6.205099999999999
lantern,6.2286,6.2
curtain,6.3333,6.194399999999999
steak,6.027,6.1892
ashtray,5.8947,6.1842
cabbage,5.8947,6.1842
chip,6.1026,6.1795
lampshade,5.925,6.175
pocketknife,6.0278,6.1667
emerald,5.842099999999999,6.157900000000001
snail,6.0,6.157900000000001
football_helmet,5.925,6.150000000000001
walker1,6.25,6.1389
burrito,5.8333,6.1389
horseshoe,5.8684,6.1316
asparagus,5.8684,6.1316
cheese,5.9211,6.1316
bracket,5.9706,6.1176
rice,5.8718,6.1026
pizza,5.974999999999999,6.099999999999999
face_mask,5.8947,6.0789
pie,5.8684,6.0789
canvas,5.9744,6.076899999999999
backpack,5.8974,6.076899999999999
pogo_stick,5.837799999999999,6.054100000000001
sundae,5.657900000000001,6.052600000000001
shovel,5.8974,6.0513
guitar,5.8974,6.0513
clarinet,5.7778,6.0278
kite,6.027,6.027
melon,5.7632,6.0263
gun,5.8947,6.0263
milkshake,5.7632,6.0263
revolver,5.8974,6.0256
padlock,5.9143,6.0
toaster,5.552600000000001,6.0
clay,5.6857,6.0
doormat,5.9189,6.0
blowtorch,5.837799999999999,5.973
kimono,6.0833,5.9722
baby,5.9167,5.9722
bucket,6.1429,5.9714
mandolin,5.7632,5.947399999999999
sickle,5.8919,5.945899999999999
game,5.540499999999999,5.945899999999999
smoke_alarm,5.9487,5.923100000000001
flashbulb,5.6757,5.9189
sleeping_bag,5.5278,5.9167
hourglass,5.8333,5.9167
caterpillar,5.7941,5.9118
violin,5.7632,5.8947
railing,6.3611,5.8889
fern,6.057100000000001,5.8857
map,6.0,5.8718
crutch,5.8974,5.8718
crowbar,5.7838,5.8649
drill,5.8,5.8571
candelabra,5.95,5.849999999999999
defibrillator,5.8205,5.8462
grenade,5.9737,5.842099999999999
shaving_cream,5.325,5.825
noodle,5.2564,5.794900000000001
iceskate,5.6053,5.7895
lamp,5.8947,5.7895
blender,5.4211,5.7895
shrimp,5.5676,5.7838
crystal1,5.2973,5.7838
crown,5.5676,5.7838
bamboo,5.8,5.775000000000001
mosquito_net,6.057100000000001,5.7714
meat,5.8,5.7714
trumpet,5.7179,5.7692000000000005
rollerblade,5.6757,5.756800000000001
gravel,5.555600000000001,5.75
elbow,5.7105,5.7368
dough,5.6571,5.714299999999999
contact_lens,5.3947,5.7105
chalice,5.7222,5.694399999999999
vase,5.3947,5.6842
bow2,5.6316,5.6842
knot,5.425,5.650000000000001
beetle,5.4103,5.641000000000001
confetti,5.4359,5.641000000000001
hamster,5.5789,5.6316
pineapple,5.351400000000001,5.6216
cymbal,5.6842,5.6053
banana_split,5.3333,5.5897
chin,5.9167,5.5833
snowboard,5.6053,5.5789
washboard,5.5789,5.5789
birdhouse,5.2821,5.5641
prism,5.3889,5.555600000000001
guacamole,5.1667,5.555600000000001
waffle_iron,5.3158,5.5263
wooden_leg,5.485699999999999,5.514300000000001
omelet,5.3947,5.5
nose,6.1316,5.4737
tiramisu,5.1282,5.4615
lock,5.5135,5.459500000000001
cake,4.7838,5.459500000000001
valve,6.171400000000001,5.4571
starfish,5.075,5.45
rifle,5.6053,5.447399999999999
aloe,5.2632,5.447399999999999
oar,5.6757,5.4324
mousetrap,5.4722,5.4167
nest,5.3889,5.4167
axe,5.641000000000001,5.4103
sprinkler,5.3077,5.4103
hay,5.657900000000001,5.3947
worm,5.5263,5.3947
sword,5.8824,5.3824
mousse,4.8684,5.3684
gearshift,6.5897,5.3333
coleslaw,5.1316,5.3158
tarp,5.8158,5.3158
footrest,5.3846,5.2821
towel_rack,5.7838,5.2703
crank,5.842099999999999,5.2632
beer,4.9444,5.25
thermostat,5.4242,5.2424
crayfish,5.1538,5.2308
toolbox,5.3077,5.2308
hotplate,5.3143,5.2286
lasagna,5.1081,5.2162
woman,5.0,5.2105
banner,5.25,5.2
birdcage,5.400000000000001,5.2
chinchilla,4.9667,5.2
shield,5.4324,5.1892
cat,5.0256,5.1795
ant,4.9444,5.1667
bell,5.1892,5.1622
blind,5.7027,5.1622
oatmeal,4.675,5.15
extinguisher,5.2222,5.1389
microscope,5.3243,5.1351
jam,4.8684,5.1316
net,5.363600000000001,5.1212
scarecrow,5.45,5.1
wine,4.8649,5.0811
sonogram,5.1579,5.0526
dog,4.9722,5.0278
soy_sauce,4.7105,5.0263
projector,5.025,4.975
bike,5.5,4.9474
chair,5.0811,4.9459
pumpkin,4.8378,4.9459
applesauce,4.6111,4.9444
hammock,5.0,4.9189
praying_mantis,4.7568,4.9189
earwig,5.0556,4.8889
barnacle,4.7222,4.8889
hip,5.2,4.875
spout,5.2308,4.8718
easel,5.2895,4.8421
clock,4.9474,4.8421
icicle,5.0513,4.8205
ferret,4.45,4.775
garbage,4.5641,4.7692
coat_rack,5.5641,4.7692
chili,4.5946,4.7568
breadbox,5.1282,4.7436
telescope,5.3947,4.7368
gel,3.8378,4.7027
mirror,4.8889,4.6944
trashcan,5.1282,4.6923
boy,4.8205,4.6923
powder,3.7368,4.6842
computer_screen,4.8649,4.6757
tongue,5.1111,4.6667
drum,4.7632,4.6316
syrup,4.2973,4.6216
girl,4.4359,4.6154
meat_grinder,5.2162,4.5946
pocket,5.2778,4.5833
mouse1,4.3421,4.5789
chipmunk,4.7105,4.5526
ladder,4.8788,4.5455
grits,4.1429,4.5429
trap,4.9487,4.5385
wallpaper,4.4474,4.5263
rabbit,3.9444,4.5
lemonade,4.1842,4.4737
turtle,4.9231,4.4615
face,4.7632,4.4474
cage,4.6389,4.4444
lizard,4.3611,4.4444
honeycomb,4.6667,4.4444
chest1,4.6389,4.4444
typewriter,4.6765,4.4412
tadpole,4.1053,4.4211
tumbleweed,4.4359,4.4103
robot,4.775,4.4
fireworks,4.5,4.3947
drawer,5.3077,4.3846
wheelbarrow,5.6667,4.3846
scanner,4.4324,4.3784
jack,5.0811,4.3514
saddle,4.7105,4.3421
dolly,5.5897,4.3333
bassinet,5.0541,4.2973
moth,3.4595,4.2973
butterfly,3.5897,4.2821
spider,4.4474,4.2632
rug,4.8974,4.2564
shredder,4.2973,4.2162
parachute,4.6486,4.2162
taillight,4.7027,4.2162
punch1,3.8684,4.2105
pudding,4.1026,4.2051
chicken_wire,3.5833,4.1389
frog,3.6316,4.1316
dragonfly,3.5143,4.1143
grasshopper,3.75,4.1111
paint,3.9730000000000003,4.1081
lobster,3.9744000000000006,4.1026
wheelchair,5.512800000000001,4.1026
man,4.7568,3.9730000000000003
mailbox,4.6944,3.9444
koala,3.8649,3.9188999999999994
milk,3.3784000000000005,3.9188999999999994
cockroach,3.9736999999999996,3.8947
speaker,4.425,3.8250000000000006
windowsill,4.8108,3.8108
rocking_chair,4.9429,3.7999999999999994
pigeon,3.8205000000000005,3.7949
sloth,3.5676,3.7838
bird,3.3429,3.7714
fondue,3.9474,3.7632
touchpad,4.1622,3.7568
roof_rack,4.7568,3.7568
burner,4.1842,3.7368
fish,3.5405,3.7297
sundial,4.6923,3.7179
computer,4.0789,3.6842
road_sign,5.0,3.6486
hedgehog,3.5641,3.641
antenna,4.2895,3.6316
gramophone,4.3714,3.6286
tent,4.2973,3.6215999999999995
monkey,3.4721999999999995,3.5833
iguana,3.8718,3.5641
weasel,3.8286,3.5429
toucan,3.5135,3.4865
groundhog,3.4444,3.4721999999999995
viewfinder,5.3243,3.4595
lectern,4.9143,3.4571
rat,3.4614999999999996,3.4359
grate,4.3333,3.4359
bumper,3.7692,3.4359
mosquito,3.1053,3.4211000000000005
airbag,3.5676,3.4054
possum,3.2564000000000006,3.3846000000000003
odometer,3.6486,3.3514
fence,4.5,3.3421
dollhouse,3.9721999999999995,3.3333
raft,3.975,3.3250000000000006
television,4.2,3.3250000000000006
seesaw,4.7895,3.3158
squirrel,3.359,3.3077
otter,3.359,3.3077
lawnmower,5.351400000000001,3.2973
table,4.85,3.275
penguin,3.7838,3.2432
seagull,3.2000000000000006,3.225
chest2,4.3514,3.2162
platypus,3.2703,3.1622
beaver,3.1316,3.1316
skunk,3.2105,3.1053
snake,3.0769,3.1026000000000002
wasp,3.5405,3.0811000000000006
crib,5.1579,3.0526
sunroof,3.6749999999999994,3.0499999999999994
water_fountain,4.4857,3.0285999999999995
bench,4.3333,3.0278000000000005
scorpion,3.5278000000000005,3.0278000000000005
crate,3.5405,3.0269999999999997
bee,3.0,3.0
motorcycle,4.6842,2.9736999999999996
punching_bag,3.5946,2.9730000000000003
granite,3.6923,2.9487
altar,4.359,2.9487
solar_panel,3.5788999999999995,2.9211000000000005
footbath,3.6286,2.9142999999999994
ping-pong_table,4.0,2.8973999999999998
barrel,3.0811000000000006,2.8378
locker,4.0882,2.7941
goat,3.5946,2.7838
chalkboard,3.5385000000000004,2.7692
guardrail,3.8947,2.7632
hedge,3.75,2.75
bobsled,4.0256,2.7435999999999994
pig,2.9211000000000005,2.7105
canoe,3.7632,2.7105
sheep,3.7568,2.7027
stalagmite,3.9444,2.6944
octopus,2.8462,2.6923
donkey,4.1282,2.6667
dashboard,3.5897,2.641
sink,4.5135,2.6216
jellyfish,2.8611,2.6111
scaffolding,4.0526,2.6053
anteater,3.4865,2.5946
radiator,3.6764999999999994,2.5882
manhole,2.9167,2.5833
raccoon,2.7027,2.5676
coffin,3.5641,2.5641
carousel,4.0541,2.5405
christmas_tree,3.8529,2.5294
drain,3.25,2.5278
horse,3.6579,2.5263
tree_trunk,3.1026000000000002,2.4872
desk,3.9188999999999994,2.4324
satellite_dish,3.5143,2.4286
tree,4.2821,2.4103
treadmill,4.25,2.4
urinal,3.4103,2.3333
snowplow,3.0882,2.3235
copier,3.2221999999999995,2.3056
tattoo,2.6,2.3
closet,2.75,2.2778
gravestone,3.5946,2.2703
couch,3.3784000000000005,2.2432
gondola,3.5788999999999995,2.2368
bed,3.3714,2.2286
sea_urchin,2.275,2.225
dishwasher,3.4474,2.2105
chandelier,3.1316,2.1842
camel,2.9142999999999994,2.1714
bubble,2.5833,2.1667
dolphin,2.5641,2.1282
filing_cabinet,3.4595,2.1081
guillotine,3.6579,2.1053
boar,2.7999999999999994,2.1
toilet,3.0294000000000003,2.0882
stair,3.2286,2.0857
mast,3.5135,2.0541
panda,2.9231,2.0513
wolf,2.4615,2.0513
boat,3.3889,2.0278
go-kart,3.9211000000000005,2.0263
dresser,4.1892,2.0
bunkbed,4.15,1.9750000000000003
golf_cart,3.6842,1.9474
llama,3.1111,1.9444
shower,2.2286,1.9429
goalpost,3.7999999999999994,1.925
gargoyle,3.1538,1.9231
piano,3.6153999999999997,1.9231
jukebox,3.2973,1.9189
wall,2.4865,1.9189
zebra,2.4872,1.8974
subway,2.4595,1.8919
anchor,3.5946,1.8919
manatee,2.1282,1.8717999999999997
soda_fountain,3.4865,1.8648999999999998
footprint,1.973,1.8648999999999998
antelope,2.3056,1.8610999999999998
ferris_wheel,2.9444,1.8610999999999998
kangaroo,2.3158,1.8421
deer,2.0263,1.8158
streetlight,2.8378,1.8107999999999997
forklift,2.5429,1.8
cannon,2.5526,1.7895
refrigerator,3.2105,1.7895
limousine,2.7632,1.7632
buggy,3.5278000000000005,1.75
car,3.9474,1.7105
firetruck,2.8235000000000006,1.7059
cow,2.6749999999999994,1.675
bulldozer,2.6111,1.6666999999999998
stove1,2.7778000000000005,1.6389000000000002
warthog,2.0,1.6316
anvil,2.8611,1.6110999999999998
tractor,3.2632,1.6053
moose,2.3784,1.5946
graffiti,2.5135,1.5946
scoreboard,2.8857,1.5429000000000002
ship,2.4054,1.5405
giraffe,2.6486,1.5405
porcupine,1.6757,1.5134999999999998
missile,2.1351,1.5134999999999998
truck,2.0541,1.5134999999999998
leopard,2.0,1.5
bus,2.6053,1.5
fire,1.625,1.5
helicopter,2.8205000000000005,1.4872000000000003
bison,1.7838,1.4865000000000002
alligator,2.05,1.4750000000000003
cheetah,1.95,1.4750000000000003
hovercraft,2.3684,1.4737
cactus,1.7222,1.4722
blimp,1.8717999999999997,1.4615
pothole,1.8182,1.4242
whale,1.7895,1.3947
bear,1.6053,1.3947
tiger,1.9459,1.3784
submarine,1.5675999999999999,1.3243
airplane,1.8684,1.3158
walrus,1.7692000000000003,1.3077
train,2.2,1.2857
hippopotamus,1.7838,1.2703
lion,2.3429,1.2571
elephant,1.8648999999999998,1.2432
steamroller,2.4872,1.2308
rhinoceros,2.0,1.2
aircraft_carrier,2.0833,1.1944
space_shuttle,1.8421,1.1842
